rpm,engine_temp,fuel_pressure,battery_voltage,vibration,ambient_temp_c,elevation_ft,payload_ratio,road_grade_pct,idle_hours_day,engine_temp_delta_30d,fuel_pressure_delta_30d,battery_voltage_delta_30d,vibration_delta_30d,failure,failure_probability_true
1559.13,113.83,60.42,13.446,0.449,39.72,0.0,0.684,0.0,3.399,2.193,-3.163,-0.3638,0.1549,0,0.029312
1897.62,110.83,64.68,13.498,0.718,22.17,895.5,0.799,0.923,1.237,-2.897,0.072,-0.239,0.1148,0,0.006693
1734.92,114.43,60.67,14.001,0.421,25.64,2353.7,0.579,1.234,0.755,-2.234,1.605,-0.1609,0.0874,0,0.006693
1792.07,99.73,59.81,12.71,1.058,-17.27,1772.2,0.842,2.043,2.123,0.953,-2.053,-0.312,0.2402,0,0.000824
2053.45,130.12,64.26,13.582,0.99,26.52,4852.2,0.678,4.114,2.047,0.841,0.591,-0.3744,0.1223,0,0.083173
2132.16,125.29,56.29,13.474,1.447,26.84,6613.3,0.916,3.459,2.412,1.25,-3.329,-0.2739,0.4562,0,0.574443
1677.42,102.87,58.98,13.682,0.573,9.23,2260.8,0.282,1.937,1.17,-2.675,-0.79,-0.3651,0.0897,0,0.002025
1699.62,103.67,67.35,13.876,0.576,11.55,146.4,0.598,1.64,2.31,-1.053,-3.87,-0.2074,0.1117,0,0.002473
1636.25,90.61,58.53,11.567,0.216,-36.75,2826.4,0.602,0.318,0.863,2.516,-3.487,-0.2748,0.0768,0,0.007392
2083.45,125.68,58.4,13.676,0.847,-3.1,6437.2,0.635,4.581,0.723,-0.652,0.61,-0.1847,0.1842,0,0.069138
1597.33,109.64,62.46,13.991,0.351,21.9,1638.0,0.54,0.602,1.895,3.769,-1.481,-0.2728,0.2714,0,0.000824
2077.81,104.09,55.16,12.466,1.254,-23.33,3150.2,0.956,2.709,1.862,1.214,0.823,-0.1171,0.2225,0,0.010987
2006.15,120.85,66.08,13.704,0.741,16.58,669.5,0.722,2.741,0.203,2.98,-0.367,-0.1948,0.102,0,0.035571
1902.8,100.39,59.35,12.968,0.841,-11.34,6501.2,0.712,2.654,1.559,1.481,-3.16,-0.3801,0.1373,0,0.00407
1955.51,113.26,66.74,13.755,0.662,8.04,237.4,0.768,1.472,1.264,-1.848,-2.759,-0.1404,0.1423,0,0.006693
2132.73,121.22,60.28,13.601,1.164,23.34,4157.1,0.834,4.213,2.455,4.04,-0.469,-0.1806,0.4309,0,0.182426
1989.98,109.6,62.62,13.486,0.94,4.65,3057.5,0.778,1.788,1.714,1.544,-0.963,-0.0612,0.3054,0,0.000824
1888.84,114.76,62.13,13.62,1.048,24.1,977.5,0.913,0.79,1.549,1.14,-1.261,-0.2006,0.0204,0,0.006693
1974.02,117.05,65.31,13.848,0.949,27.42,313.7,0.899,1.629,1.981,-1.211,0.571,-0.0411,0.2661,0,0.006693
1743.18,117.33,67.28,13.64,0.534,37.62,1383.5,0.569,1.978,1.592,0.926,0.319,-0.2163,0.2115,0,0.006693
1627.67,115.34,63.14,13.491,0.387,36.47,1894.2,0.753,0.0,0.0,0.025,0.515,0.0851,-0.0278,0,0.006693
2029.86,115.33,61.28,13.729,1.121,24.1,500.1,0.947,2.25,1.24,2.299,-3.197,-0.1724,0.2945,0,0.039166
1651.12,100.27,60.42,13.748,0.446,2.5,1037.2,0.632,0.48,1.256,1.397,-0.252,-0.142,-0.0376,0,0.000824
1895.33,107.58,62.04,13.985,0.753,-2.75,3183.1,0.724,2.679,1.939,0.498,0.196,-0.2675,0.211,0,0.000824
2173.44,121.83,57.81,13.616,1.301,9.21,4914.2,0.844,4.09,1.16,3.483,-3.003,-0.0271,0.471,0,0.401312
1817.69,117.4,67.33,13.837,0.571,19.51,1036.0,0.544,2.339,0.969,1.658,0.389,-0.0862,0.0382,0,0.006693
1457.55,95.61,65.97,14.344,0.291,-0.26,243.8,0.325,0.0,1.093,0.231,-1.3,-0.1322,0.0989,0,0.000824
1781.18,111.57,59.48,13.708,0.892,8.98,940.1,0.882,1.057,1.91,-0.622,0.842,-0.0948,0.0576,0,0.006693
1983.71,118.06,61.21,13.651,0.817,24.79,1853.0,0.816,2.134,1.061,-1.566,-1.089,-0.1698,0.4454,0,0.006693
1675.39,108.77,63.87,13.851,0.797,16.39,0.0,0.828,1.088,0.807,0.543,-0.608,-0.0509,0.1124,0,0.000824
2032.05,124.61,63.82,13.379,1.27,16.98,3686.9,0.879,3.6,1.438,2.53,-0.09,-0.4058,0.494,1,0.622459
1633.29,105.85,63.55,13.472,0.575,21.82,1473.1,0.398,1.16,2.398,-2.046,-0.883,-0.4532,0.0759,0,0.002025
1895.86,119.64,63.74,13.432,0.827,15.31,6499.9,0.474,3.917,2.855,-2.297,2.038,-0.2496,0.3596,0,0.024127
2299.35,124.82,62.67,13.591,1.087,6.72,3776.6,0.835,4.915,0.78,-1.69,1.26,-0.0535,0.4087,0,0.035571
1624.62,108.08,63.6,13.812,0.524,19.36,1955.9,0.531,1.052,1.406,0.394,0.85,-0.3335,0.12,0,0.000824
1714.67,108.58,64.24,13.464,0.578,-1.07,2626.2,0.643,1.508,1.551,2.309,-0.61,-0.3179,0.1318,0,0.000824
1966.1,123.03,65.23,13.523,0.981,36.08,2080.7,0.769,1.41,3.132,1.949,1.753,-0.3129,-0.0278,0,0.062973
1726.09,116.63,58.76,13.771,0.488,42.31,480.3,0.548,2.275,1.419,3.797,1.427,-0.4649,0.0993,0,0.016302
1969.93,101.48,52.24,13.156,1.21,-19.18,6284.0,0.949,1.316,2.027,0.058,-1.574,-0.2376,0.1128,0,0.004967
1963.82,115.4,60.37,13.832,1.113,2.46,5517.8,0.738,3.654,1.996,0.747,0.396,-0.339,0.219,0,0.039166
2051.23,120.48,57.31,13.625,1.229,20.41,7001.2,0.655,5.211,3.193,-1.343,-1.718,-0.4376,0.3833,1,0.668188
1385.12,106.21,65.63,13.437,0.376,38.52,1227.2,0.311,0.344,0.248,1.314,-0.778,-0.247,0.1,0,0.000824
1574.07,109.9,58.9,13.497,1.191,35.83,1826.5,0.948,0.108,2.821,1.806,0.322,-0.3215,0.0826,0,0.009013
1813.79,115.53,65.05,14.047,0.628,32.44,1192.2,0.5,2.963,0.0,1.426,0.613,-0.0688,0.2567,0,0.006693
1907.11,117.89,62.71,13.284,0.548,30.29,369.5,0.452,2.957,2.332,-2.469,2.051,-0.1372,0.2706,0,0.006693
2017.43,126.78,59.75,13.718,0.523,42.71,2384.6,0.681,2.046,0.531,2.938,-2.983,-0.1329,0.2759,0,0.035571
1652.92,119.46,58.68,13.723,0.578,43.02,1196.3,0.779,0.808,2.595,3.587,-1.861,-0.3763,0.0132,0,0.016302
1502.75,115.09,62.47,13.378,0.528,38.86,2054.0,0.557,0.655,1.898,1.758,-2.091,-0.4889,-0.0595,0,0.016302
1878.32,115.82,64.79,13.435,0.79,10.75,1155.9,0.734,1.265,0.726,4.69,-1.606,-0.0757,0.2125,0,0.006693
1875.53,113.1,58.78,13.665,0.562,17.03,1072.3,0.74,1.146,1.299,0.171,-1.647,-0.3094,0.0474,0,0.006693
1970.28,101.66,57.64,13.493,0.708,-6.32,6941.8,0.751,2.471,0.916,-0.776,-0.577,-0.0812,0.2343,0,0.001659
1844.45,104.54,57.34,14.006,0.833,2.89,5884.5,0.506,2.57,1.378,1.541,-0.637,-0.1146,0.2743,0,0.000824
1860.95,120.8,63.8,13.616,0.93,28.6,1154.9,0.829,1.148,2.534,-0.642,-1.427,-0.2179,0.2152,0,0.035571
1751.55,108.13,59.56,12.464,0.878,-15.85,3169.1,0.828,0.608,0.956,1.712,-0.597,-0.2208,0.2417,0,0.000824
1534.54,87.97,62.81,12.567,0.371,-11.31,0.0,0.562,0.03,3.549,1.082,2.8,-0.575,0.0087,0,0.003684
1693.76,104.23,63.6,13.868,0.43,-5.83,2956.0,0.651,0.104,1.856,-0.292,0.143,-0.2066,-0.1396,0,0.000824
1568.25,104.9,62.37,13.596,0.529,9.23,0.0,0.799,0.0,2.39,0.678,0.246,-0.299,0.2555,0,0.000824
2396.09,119.05,57.41,13.284,1.658,-5.7,9446.5,0.859,5.275,2.896,-1.423,-0.459,-0.3083,0.4199,0,0.130108
1898.96,115.1,59.03,13.761,0.669,14.91,5841.3,0.719,2.242,1.684,-1.218,-0.857,-0.1021,0.1072,0,0.006693
1910.92,106.19,64.61,14.063,0.635,12.3,421.1,0.758,0.881,1.118,-0.043,-0.525,-0.1926,0.1997,0,0.000824
1658.84,110.31,64.59,13.45,0.57,33.74,1804.4,0.708,0.021,1.612,4.818,0.582,-0.3106,0.2803,0,0.006693
1845.03,106.72,58.84,12.424,0.6,-28.07,3158.2,0.561,1.914,1.733,2.415,-1.616,-0.3922,0.0064,0,0.004496
2064.9,115.71,58.5,13.839,0.966,3.86,6281.4,0.749,2.729,1.654,5.361,-2.24,-0.2591,0.2198,0,0.006693
1731.81,107.63,61.34,13.807,0.59,18.13,583.6,0.721,0.452,1.906,3.621,-2.812,-0.0748,0.1686,0,0.000824
1658.61,120.53,63.88,13.899,0.496,36.3,216.2,0.439,2.207,0.46,0.451,0.587,-0.2448,0.312,0,0.035571
1741.33,99.59,58.93,12.798,0.473,-20.65,1034.5,0.669,0.551,1.054,-0.315,-1.945,-0.1978,0.1131,0,0.001833
2154.63,114.88,60.44,13.743,1.01,30.02,1001.7,0.941,1.499,1.817,0.912,1.083,-0.4333,0.2206,0,0.016302
1985.0,117.84,60.2,14.18,0.795,21.07,2487.1,0.743,1.415,1.287,1.553,-0.92,-0.209,0.1066,0,0.006693
2130.87,116.95,59.22,13.925,1.317,-3.7,7083.0,0.898,4.25,0.849,-3.239,-1.564,-0.0869,0.3033,0,0.075858
1813.02,115.32,58.73,13.155,0.885,-5.16,2948.9,0.856,0.454,3.733,1.075,1.438,-0.3469,0.1284,0,0.012128
1873.28,117.73,61.61,14.145,0.623,38.23,1851.8,0.758,1.488,0.541,1.19,0.453,-0.175,0.3105,0,0.006693
1476.74,96.47,63.72,13.28,0.481,-8.56,1555.9,0.618,0.0,2.497,1.732,-0.671,-0.3058,-0.056,0,0.000824
1668.1,95.17,58.63,13.385,0.509,-7.5,2364.1,0.607,0.0,2.495,-0.158,-0.368,-0.2917,-0.0227,0,0.000824
1767.21,106.75,60.1,13.671,0.81,8.05,2252.9,0.887,0.0,2.174,1.232,1.285,-0.4783,0.0904,0,0.002025
1652.27,106.1,63.5,13.674,0.534,12.55,373.4,0.751,0.0,1.396,0.99,-0.065,-0.2721,0.1586,0,0.000824
1746.66,106.74,63.47,14.124,0.443,29.27,411.8,0.69,0.951,0.228,0.968,0.351,-0.1455,0.0541,0,0.000824
1707.93,111.12,61.42,13.507,0.626,18.9,1451.2,0.648,1.688,2.685,0.897,-0.546,-0.1868,0.233,0,0.006693
1695.64,99.2,66.62,13.181,0.524,-12.61,725.1,0.608,0.357,1.673,-1.441,0.195,-0.3626,0.0723,0,0.002025
1829.74,114.83,59.83,13.964,0.747,27.01,2251.8,0.752,1.718,1.176,-1.882,-1.919,-0.2122,0.1877,0,0.006693
1847.44,110.87,62.07,13.656,0.703,30.16,982.4,0.646,1.485,1.52,1.501,-0.859,-0.1478,0.2373,0,0.006693
1715.92,109.95,59.39,13.858,0.375,34.02,519.3,0.544,1.102,2.49,2.276,-1.644,-0.3948,0.2724,0,0.002025
1681.35,108.62,64.39,13.777,0.943,1.13,2007.3,0.866,0.0,2.352,2.174,0.676,-0.3259,0.174,0,0.000824
1678.45,116.67,62.57,13.702,0.767,29.32,1169.8,0.745,0.452,1.819,2.85,0.247,-0.3078,0.2685,0,0.006693
1703.56,123.4,61.27,13.352,0.863,53.62,589.8,0.788,1.79,1.447,1.283,-0.094,-0.264,0.1924,0,0.075858
1611.12,103.03,59.63,13.955,0.384,-0.23,2872.7,0.519,0.26,1.154,3.259,-0.914,-0.2919,0.0231,0,0.000824
1702.76,113.48,59.63,13.844,0.484,26.69,1563.8,0.6,1.007,1.222,0.287,-4.616,-0.0727,0.0467,0,0.01984
1521.99,110.83,62.76,13.816,0.653,28.84,470.2,0.737,1.393,1.453,-0.433,2.177,-0.2465,0.1838,0,0.006693
1985.02,110.44,54.83,13.273,0.775,-7.28,5691.6,0.781,2.417,1.426,2.506,-1.49,-0.0622,0.2789,0,0.006693
1871.3,111.53,65.1,14.209,0.719,0.57,2437.8,0.648,2.501,1.48,0.272,-1.008,-0.2518,0.2982,0,0.006693
1979.27,107.69,55.87,13.863,0.91,-0.17,9824.2,0.609,3.009,2.057,-0.767,-0.33,-0.2036,0.356,0,0.001659
2005.23,114.32,57.07,13.808,0.935,4.75,5876.1,0.568,3.45,1.638,1.314,0.09,-0.2794,0.0819,0,0.006693
1598.16,113.59,62.19,13.526,0.457,31.3,612.3,0.618,0.464,2.25,1.719,1.61,-0.2994,0.2716,0,0.006693
1683.42,112.25,64.88,13.648,0.711,30.34,464.7,0.81,1.352,0.268,0.613,0.327,-0.0179,0.2894,0,0.006693
2346.75,120.52,55.05,13.466,1.083,4.83,8490.0,0.792,4.352,0.69,2.036,-0.476,-0.2139,0.3732,0,0.069138
1844.17,110.14,58.61,13.029,0.771,25.55,797.3,0.704,0.827,2.42,2.648,-0.793,-0.3596,0.1044,0,0.016302
1553.9,111.46,61.6,13.504,0.695,-2.66,434.3,0.433,2.03,1.931,1.838,-0.227,-0.1844,0.3631,0,0.006693
2028.41,112.08,58.66,13.125,1.293,-0.76,5213.6,0.919,3.639,1.183,1.611,-0.842,-0.038,0.4881,0,0.109097
1711.75,114.33,66.43,14.129,0.735,19.32,687.3,0.341,1.961,3.2,-1.987,-1.261,-0.3559,0.1869,0,0.029312
1936.53,112.02,66.44,13.604,0.858,10.02,1003.5,0.68,3.362,2.015,3.425,0.895,-0.1082,0.3376,0,0.006693
1794.45,123.16,65.81,13.453,0.486,24.38,395.5,0.588,1.85,1.192,3.064,-2.74,-0.0626,0.0988,0,0.035571
2245.32,120.36,59.73,13.376,1.103,4.79,7671.1,0.632,5.459,1.769,0.477,-2.864,-0.3308,0.257,0,0.310026
1787.39,102.75,66.37,13.528,0.809,23.56,1521.6,0.766,0.137,2.821,1.572,1.46,-0.3278,-0.1624,0,0.001501
1853.82,111.2,60.07,13.62,0.799,16.04,6353.4,0.596,3.04,2.206,-1.134,-1.906,-0.255,0.1957,0,0.013387
2154.32,112.26,53.22,13.416,1.354,-7.02,6375.5,0.913,3.243,3.067,-0.373,-0.38,-0.3612,0.4706,0,0.524979
1615.42,118.09,63.88,13.792,0.469,23.43,1546.9,0.398,2.375,0.677,-0.669,1.981,-0.0189,0.159,0,0.006693
1817.92,107.06,61.12,13.911,0.988,8.28,1021.6,0.907,0.915,0.805,1.977,0.159,-0.1657,0.224,0,0.000824
1937.61,112.77,61.23,13.499,0.676,13.17,437.3,0.678,2.98,1.642,-1.351,-1.083,-0.2581,0.2242,0,0.006693
1837.34,118.98,62.83,13.211,0.636,8.04,2145.5,0.758,1.959,1.411,1.061,-2.258,-0.0391,0.2026,0,0.006693
1808.64,114.36,65.95,13.352,0.926,13.89,5009.4,0.527,3.944,1.553,4.246,-0.239,-0.0915,0.343,0,0.006693
1827.76,127.78,64.42,13.609,0.685,45.13,1270.7,0.46,3.33,1.723,-0.106,-0.583,-0.326,0.3172,0,0.035571
2143.82,123.93,61.51,13.591,1.095,18.08,1807.0,0.837,2.107,1.666,1.17,0.233,-0.2237,0.3076,0,0.035571
1756.01,100.49,62.54,12.71,0.703,-18.88,1882.5,0.583,1.374,2.434,2.727,-1.659,-0.2382,0.1458,0,0.000824
2064.53,119.78,54.36,13.795,1.342,0.34,6378.8,0.789,5.147,2.063,2.588,-0.02,-0.417,0.5999,0,0.377541
1758.44,111.51,60.05,13.861,0.507,33.38,1095.8,0.711,0.825,1.524,2.355,-2.147,-0.3336,0.0872,0,0.006693
1758.71,109.81,62.46,13.316,0.976,13.34,1268.7,0.812,1.286,0.813,2.066,-0.594,-0.1206,0.2517,0,0.000824
1891.56,110.98,60.33,13.782,0.637,6.49,2077.1,0.73,1.314,1.402,1.773,-1.559,-0.3012,0.1011,0,0.006693
1978.74,127.28,63.06,13.52,1.005,40.76,818.0,0.868,2.139,1.734,-0.421,-1.185,-0.2946,0.4232,0,0.035571
1548.45,111.3,65.51,13.626,0.636,27.87,1072.5,0.717,0.81,2.192,1.045,0.379,-0.2506,0.1645,0,0.006693
1772.82,105.4,63.02,13.83,0.673,-0.29,1974.4,0.616,1.71,1.937,1.099,-1.266,-0.2239,0.2422,0,0.000824
1543.13,112.25,59.62,13.525,0.453,40.76,1323.9,0.668,0.266,0.854,1.705,-3.113,-0.2251,0.1148,0,0.006693
1511.42,99.0,58.68,12.315,0.435,-19.49,924.8,0.58,0.0,2.979,-2.594,0.659,-0.3627,0.074,0,0.003684
1409.1,95.69,60.97,13.872,0.383,-0.84,164.8,0.431,0.837,1.504,1.228,-1.408,-0.1969,0.26,0,0.000824
1705.29,115.09,59.04,13.865,0.416,30.24,1569.5,0.674,0.888,1.714,1.474,-0.555,-0.4342,0.1487,0,0.016302
1932.59,123.43,60.86,13.466,0.861,17.35,5951.7,0.534,3.973,2.91,1.563,-0.276,-0.2631,0.227,0,0.062973
1853.85,116.04,53.67,13.462,0.648,37.05,1283.2,0.672,1.267,2.024,0.271,-1.244,-0.194,0.125,0,0.006693
2212.62,112.8,63.09,13.469,1.324,-5.61,1849.0,0.95,2.694,1.519,-2.722,-1.838,-0.2815,0.258,0,0.039166
1906.13,121.95,61.2,13.548,0.985,19.16,3537.8,0.486,5.157,1.896,1.107,0.267,-0.25,0.4616,0,0.09975
1527.34,109.8,66.71,13.46,0.494,26.61,12.2,0.53,0.583,1.635,-0.571,-0.407,-0.3764,-0.0223,0,0.002025
2023.57,115.57,65.39,13.502,0.592,3.69,2806.6,0.696,2.301,1.853,-0.797,1.167,-0.3149,0.1857,0,0.006693
1760.86,121.69,55.59,13.913,1.04,39.23,1120.1,0.964,2.122,1.809,3.409,-2.947,-0.2497,0.3501,0,0.035571
1589.75,114.32,63.29,13.76,0.612,42.7,535.5,0.799,0.142,0.644,4.736,-1.583,-0.139,0.1743,0,0.006693
1712.39,104.24,64.52,14.024,0.527,8.03,0.0,0.693,0.918,0.917,2.591,-0.403,-0.2207,0.1347,0,0.000824
1854.39,106.21,61.11,13.609,0.535,21.68,1554.9,0.682,0.582,1.305,2.323,-1.624,-0.3208,0.334,0,0.000824
1618.68,112.99,66.05,13.579,0.514,22.36,249.1,0.648,1.519,1.665,3.129,-0.891,-0.1609,0.171,0,0.006693
2036.07,120.06,59.09,13.39,0.893,5.65,4926.0,0.669,4.038,2.173,-0.635,-0.313,-0.3644,0.2768,1,0.083173
1640.5,106.17,59.66,13.977,0.57,6.81,1902.2,0.701,2.026,0.198,0.364,1.09,-0.0972,0.2053,0,0.000824
2019.51,108.78,61.89,13.671,0.686,-5.62,5393.6,0.678,2.465,0.743,-4.001,2.891,-0.191,0.3787,0,0.000824
1839.09,120.54,59.84,13.581,0.839,48.69,937.7,0.889,0.414,1.514,1.889,-0.468,-0.3092,0.1165,0,0.075858
1789.76,109.98,66.89,13.703,0.418,30.87,365.0,0.715,0.578,1.865,0.42,1.405,-0.1805,0.2117,0,0.000824
2064.8,111.98,57.64,13.227,0.649,-7.84,6336.8,0.53,3.447,1.621,0.969,0.487,-0.291,0.2312,0,0.013387
1571.34,117.28,61.53,13.853,0.547,0.41,4119.1,0.471,1.648,1.48,0.451,0.215,-0.3914,0.256,0,0.016302
1619.53,105.99,65.55,13.925,0.651,8.23,2317.5,0.699,1.244,1.19,1.285,-0.586,-0.2871,0.1476,0,0.000824
1810.5,111.55,59.19,14.153,0.733,25.3,1610.9,0.86,1.133,0.712,0.242,0.136,-0.204,0.2369,0,0.006693
1742.92,113.98,66.87,13.869,0.552,20.7,1172.2,0.71,1.028,1.977,1.387,0.526,-0.4638,0.251,0,0.016302
1778.68,114.65,62.33,13.914,0.565,30.37,2501.1,0.72,1.142,0.814,-0.358,1.057,-0.2197,0.0765,0,0.006693
1591.77,99.69,59.73,13.836,0.436,22.39,1463.8,0.457,1.008,1.909,3.18,-0.19,-0.2432,0.1788,0,0.000824
1655.91,112.78,57.64,13.727,0.715,40.28,0.0,0.798,0.0,1.407,1.108,-1.791,-0.4022,0.0542,0,0.016302
1876.16,116.36,57.62,13.589,0.82,40.27,723.2,0.82,1.299,1.83,-0.495,-1.186,-0.2249,0.1828,0,0.006693
1850.21,115.51,62.73,13.97,0.608,28.31,1387.7,0.794,0.707,2.266,3.505,1.501,-0.2009,0.1926,0,0.006693
1807.73,106.08,60.79,13.291,0.885,-14.59,1636.1,0.855,1.528,1.435,1.387,-1.119,-0.1139,0.1985,0,0.000824
1455.64,110.09,63.77,13.38,0.557,18.75,997.6,0.403,1.579,2.405,1.273,1.216,-0.2283,0.1008,0,0.006693
1714.56,116.97,62.41,13.678,0.489,23.42,0.0,0.603,1.443,1.463,-1.039,0.46,-0.4043,0.2397,0,0.016302
1803.16,112.49,65.14,13.933,0.825,28.63,92.7,0.737,1.665,1.576,-1.145,-4.629,-0.1449,0.235,0,0.01984
1682.56,107.5,65.97,13.802,0.735,17.16,1350.0,0.71,1.106,2.037,2.147,-1.748,-0.3543,0.1923,0,0.002025
1628.37,108.55,63.33,13.911,0.952,19.58,2303.9,0.881,0.0,1.664,-2.652,-0.95,-0.3344,0.0248,0,0.000824
1600.31,106.3,62.28,13.753,0.402,19.84,1233.9,0.762,0.0,0.0,-0.138,0.326,-0.1751,0.1002,0,0.000824
1908.36,111.23,58.0,13.581,0.956,34.09,910.8,0.883,0.934,2.243,2.506,-0.475,-0.3308,0.4326,0,0.006693
1771.67,105.86,58.58,12.976,0.909,-5.31,446.7,0.867,0.0,3.551,-1.536,1.366,-0.3455,0.2615,0,0.001501
1999.64,120.85,59.57,13.816,0.706,32.38,5015.9,0.643,3.961,1.862,-0.372,-1.894,-0.2022,0.3644,0,0.035571
1726.38,110.27,59.63,13.39,0.678,22.61,1951.5,0.743,1.534,1.317,-0.077,0.138,-0.2103,0.2262,0,0.006693
1744.19,122.48,63.32,13.367,0.581,28.25,1502.3,0.465,1.924,1.875,0.792,0.34,-0.198,0.1703,0,0.035571
2216.19,121.86,58.61,13.303,1.512,8.36,6702.0,0.898,4.619,2.827,1.885,-4.954,-0.417,0.3951,1,0.858149
1927.73,124.67,57.89,13.62,0.804,37.57,938.4,0.778,1.362,0.734,1.221,0.01,-0.0961,0.0414,0,0.035571
1706.39,114.19,67.87,13.28,0.391,22.98,755.0,0.704,0.146,0.735,-4.054,-0.879,-0.0593,-0.0673,0,0.006693
1609.45,116.28,58.68,13.678,0.4,39.95,33.4,0.609,0.477,1.302,3.63,3.079,-0.2774,0.1269,0,0.006693
1834.24,118.94,59.83,13.709,0.696,30.19,1329.5,0.601,3.314,3.293,5.163,-1.534,-0.379,0.1371,0,0.029312
1932.02,117.68,59.46,13.729,0.685,30.1,845.1,0.798,0.945,0.654,0.179,-0.889,-0.0227,0.0577,0,0.006693
1608.62,109.43,64.17,13.589,0.656,21.91,1971.0,0.784,0.692,2.319,2.014,0.561,-0.2421,0.1362,0,0.000824
1850.33,112.26,62.14,13.275,0.923,14.83,372.1,0.885,1.284,1.258,1.575,1.438,-0.3285,0.3245,0,0.006693
1498.14,99.98,64.91,13.053,0.459,-11.84,969.9,0.386,1.291,0.943,0.8,0.149,-0.27,0.2711,0,0.000824
1876.64,112.34,62.7,13.769,0.632,13.2,3439.9,0.645,2.806,1.733,1.405,-0.154,-0.3392,0.1865,0,0.006693
2102.21,120.92,55.31,13.744,1.02,6.94,7446.1,0.633,4.755,1.588,1.242,-2.336,-0.278,0.3809,0,0.069138
2046.18,118.96,57.18,13.574,0.97,19.67,6053.6,0.804,2.173,1.17,1.939,-0.838,-0.235,0.3894,0,0.006693
1646.85,107.51,64.93,13.84,0.438,9.86,1520.5,0.578,0.931,0.869,-0.57,-2.616,-0.0966,0.1915,0,0.000824
1927.33,115.98,63.94,13.74,0.756,9.12,4858.0,0.579,3.647,1.778,-0.1,0.631,-0.3316,0.3292,0,0.006693
1633.17,116.96,54.87,13.517,0.15,53.87,394.0,0.594,0.0,0.0,2.935,0.8,-0.2258,-0.0177,0,0.014774
1568.19,107.55,62.25,13.786,0.61,15.97,857.1,0.565,1.371,1.592,-0.471,-1.548,-0.3372,0.0113,0,0.000824
1764.05,109.56,61.03,13.624,0.568,35.59,849.4,0.719,0.53,1.044,1.999,-3.19,-0.3287,0.1099,0,0.000824
2130.98,116.76,60.95,13.771,1.317,0.83,6855.6,0.877,4.435,2.662,1.846,-2.616,-0.4355,0.3637,0,0.167982
1771.1,123.24,61.19,13.036,0.606,39.16,777.7,0.642,1.42,1.596,1.735,-0.154,-0.1365,-0.0617,0,0.035571
1702.33,107.02,59.22,13.757,0.479,14.28,1885.1,0.533,1.402,1.953,-1.413,-1.509,-0.2396,0.2949,0,0.000824
1882.19,121.32,58.23,13.539,0.71,40.49,885.5,0.937,0.043,1.257,4.371,0.308,-0.1426,0.1533,0,0.035571
1539.44,111.48,62.52,13.963,0.672,24.2,0.0,0.815,0.0,1.166,2.972,-2.138,-0.1454,0.2722,0,0.006693
2223.13,123.01,54.79,14.063,1.195,7.69,4411.7,0.865,3.58,0.473,0.068,-2.329,-0.0451,0.4907,0,0.401312
1863.22,104.35,56.58,13.053,0.831,-14.27,2472.2,0.753,1.387,1.458,4.185,-0.261,-0.3002,0.17,0,0.000824
1521.27,106.86,65.2,13.788,0.302,21.66,2662.3,0.426,0.481,0.108,2.547,0.191,-0.0636,0.1623,0,0.000824
2207.78,117.67,57.57,13.698,1.087,13.15,6917.1,0.773,4.007,1.553,3.259,-1.778,-0.2888,0.3179,0,0.013387
1547.82,110.4,54.15,13.662,0.487,-0.76,2887.0,0.511,1.069,2.172,0.452,-3.309,-0.2592,0.0059,0,0.006693
1760.7,105.48,59.22,13.326,0.901,1.66,794.5,0.814,0.48,2.114,0.431,0.594,-0.1738,0.2508,0,0.000824
1910.68,118.0,66.43,13.438,0.761,26.46,2572.0,0.713,2.657,2.729,-1.078,-4.111,-0.3454,0.2806,0,0.035571
1676.1,103.57,64.55,13.947,0.504,15.35,1994.5,0.597,1.146,1.852,-0.699,0.102,-0.3063,0.2601,0,0.000824
1953.76,105.9,62.79,13.95,1.095,-1.1,1455.5,0.843,1.553,3.059,1.795,-0.012,-0.442,0.291,0,0.003684
1830.36,111.85,58.61,13.683,0.969,28.91,1439.5,0.87,0.467,2.379,0.736,-0.566,-0.466,0.1906,0,0.016302
1774.82,104.36,60.29,12.959,0.601,-11.5,1156.2,0.728,0.0,1.444,3.946,-1.23,-0.2865,-0.0158,0,0.000824
1879.55,123.47,59.1,13.6,0.793,23.24,6491.7,0.363,3.771,1.681,-0.219,-3.161,-0.1917,0.4572,0,0.182426
1701.58,110.71,67.54,13.62,0.658,31.82,1026.8,0.683,0.243,2.57,1.705,-2.108,-0.3596,0.0548,0,0.016302
2014.31,120.6,58.69,14.009,1.012,24.44,3720.2,0.904,1.693,1.25,1.414,-3.303,0.0598,0.3049,0,0.035571
1448.06,112.1,57.74,13.858,0.738,7.46,2085.4,0.25,2.288,1.684,-2.133,-3.606,-0.3264,0.2005,0,0.01984
2029.23,110.69,57.82,13.972,1.258,1.2,6080.2,0.84,2.254,0.881,2.092,-2.872,-0.0361,0.4415,0,0.039166
1702.58,108.22,64.14,13.322,0.538,20.04,1621.6,0.477,1.921,1.252,0.45,1.288,-0.0558,0.0836,0,0.000824
1786.08,102.44,61.71,13.398,0.909,-5.31,1274.7,0.922,0.319,2.289,-0.757,-1.304,-0.3308,0.1139,0,0.000824
2111.45,117.48,58.7,13.999,1.014,21.38,7563.8,0.862,1.958,1.543,-0.401,-3.394,-0.3211,0.3546,0,0.013387
